"PUBLICATION_NUMBER","PUBLICATION_DATE","IPO_LOCATION","APPLICATION_TYPE_DESC","APPLICATION_NUMBER","DATE_OF_FILING","TITLE_OF_INVENTION","FIELD_OF_INVENTION","NO_OF_PAGES","NO_OF_CLAIMS","DATE_UPDATED_d_m_y"
"15/2016","08/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","5728/DELNP/2007","24/07/2007","""A METHOD FOR COATING AN OBJECT""","MECHANICAL","23","20","19/04/2023"
"15/2016","08/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5867/CHENP/2009","06/10/2009","CALIBRATABLE PLAIN BEARING MATERIAL","MECHANICAL","13","25","19/04/2023"
"15/2016","08/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","6047/CHENP/2008","07/11/2008","METHODS AND SYSTEMS FOR PROVIDING INTERNET PROTOCOL MULTIMEDIA SUBSYSTEM(IMS) REGISTRATION SERVICES FOR NON-IMS DEVICES","COMPUTER","35","33","19/04/2023"
"15/2016","08/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","6049/DELNP/2007","02/08/2007","""ORGANIC AEROGEL COMPOSITES AND METHODS FOR THE MANUFACTURE THEREOF""","CHEMISTRY","33","25","19/04/2023"
"15/2016","08/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","6448/DELNP/2006","01/11/2006","""A METHOD FOR MANUFACTURING BRAKE PADS""","MECHANICAL","11","5","19/04/2023"
"15/2016","08/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","6567/DELNP/2007","24/08/2007","""A FLARED CONE FITTING FEMALE PORTION""","MECHANICAL","19","31","19/04/2023"
"15/2016","08/04/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","659/MUMNP/2009","02/04/2009","A PROTECTIVE BLOCK FOR ELECTRICAL FUNCTION","ELECTRICAL","13","9","19/04/2023"
"15/2016","08/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","6792/DELNP/2008","07/08/2008","""A pyrrolo [3, 2-c] pyridine-4-one 2-indolinone compound of formula (I) and process for manufacturing the same ""","CHEMISTRY","217","32","19/04/2023"
"15/2016","08/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","684/CHENP/2009","05/02/2009","COVER COATING COMPOSITION FOR GLASS LINING","METALLURGY","27","8","19/04/2023"
"15/2016","08/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","700/CHENP/2008","11/02/2008","A METHOD FOR A COMMUNICATION INVOLVING FIRST AND SECOND PARTIES","COMMUNICATION","31","10","19/04/2023"
"15/2016","08/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","7449/DELNP/2007","27/09/2007","""A LIQUID CARTRIDGE AND A LOADING/UNLOADING DEVICE THEREOF""","MECHANICAL","56","19","19/04/2023"
"15/2016","08/04/2016","Kolkata","ORDINARY APPLICATION","75/CAL/2000","14/02/2000","IMPROVED PROCESS FOR THE PRODUCTION OF METAL CASTINGS","CHEMISTRY","13","6","19/04/2023"
"15/2016","08/04/2016","Chennai","CONVENTION APPLICATION","759/CHE/2010","22/03/2010","MOTOR-DRIVEN VEHICLE","MECHANICAL","29","20","19/04/2023"
"15/2016","08/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","7629/CHENP/2009","24/12/2009","CONTROL OF BACTERIA IN FERMANTATION PROCESSES","BIOTECHNOLOGY","24","10","19/04/2023"
"15/2016","08/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","821/DELNP/2009","03/02/2009","""A rotomoulded article""","CHEMISTRY","25","25","19/04/2023"
"15/2016","08/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","832/DELNP/2007","31/01/2007","A RAZOR HAVING A FLUID DELIVERY STSTEM","MECHANICAL","30","29","19/04/2023"
"15/2016","08/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","872/CHENP/2008","21/02/2008","SWITCHING APPARATUS","MECHANICAL","25","19","19/04/2023"
"15/2016","08/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","8792/DELNP/2008","20/10/2008","""ROSUVASTATIN ZINC SALT""","CHEMISTRY","27","18","19/04/2023"
"15/2016","08/04/2016","Kolkata","ORDINARY APPLICATION","887/KOL/2008","14/05/2008","A TURBINE DRAIN DEVICE FOR DRAINING OF CONDENSATE","MECHANICAL","10","6","19/04/2023"
"15/2016","08/04/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","968/MUMNP/2007","27/06/2007","METHOD AND DEVICE FOR ACCEPTING ELECTRONIC APPLIANCES","MECHANICAL","22","30","19/04/2023"
"15/2016","08/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","9741/DELNP/2008","21/11/2008","""METHOD AND APPARATUS FOR COMPACTING COAL FOR A COAL COKING PROCESS""","METALLURGY","39","26","19/04/2023"
"16/2016","15/04/2016","Mumbai","ORDINARY APPLICATION","1033/MUM/2008","14/05/2008","FUMIGATION GAS MONITORING SYSTEM AND METHOD","MECHANICAL","30","46","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","1065/DELNP/2008","06/02/2008","""INSERT CASTING COMPONENT""","MECHANICAL","50","26","19/04/2023"
"16/2016","15/04/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1094/MUMNP/2012","30/04/2012","HOT-PRESSED MEMBER AND METHOD FOR PRODUCING THE SAME","CHEMISTRY","40","11","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","118/DELNP/2009","07/01/2009","“STABLE LAQUINIMOD PREPARATIONS”","CHEMISTRY","27","33","19/04/2023"
"16/2016","15/04/2016","Delhi","CONVENTION APPLICATION","1280/DEL/2006","26/05/2006","""A GAS SWIRL INDUCER""","MECHANICAL","30","32","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","130/CHENP/2009","07/01/2009","REFERENCE SIGNAL GENERATION FOR MULTIPLE COMMUNICATION SYSTEMS","ELECTRONICS","33","31","19/04/2023"
"16/2016","15/04/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1493/KOLNP/2008","11/04/2008","SYNTHETIC LEATHER WITH HIGH INFRARED RADIATION REFLECTANCE","POLYMER","15","10","19/04/2023"
"16/2016","15/04/2016","Kolkata","CONVENTION APPLICATION","1497/KOL/2008","01/09/2008","AN EXHAUST SYSTEM THAT PROCESSES EXHAUST GENERATED BY AN ENGINE AND A METHOD OF REGENERATING A PARTICULATE FILTER OF THE EXHAUST SYSTEM","CHEMISTRY","20","15","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","1517/DELNP/2008","21/02/2008","""PROCESS FOR THE PREPARATION OF GLYCOSYLATED INTERFERON BETA""","BIOTECHNOLOGY","55","32","19/04/2023"
"16/2016","15/04/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1518/KOLNP/2010","30/04/2010","A METHOD FOR SHOT PEENING","CHEMISTRY","21","3","19/04/2023"
"16/2016","15/04/2016","Kolkata","CONVENTION APPLICATION","1608/KOL/2008","19/09/2008","GEAR AND CLUTCH ARRANGEMENT FOR MULTI-SPEED TRANSMISSION","MECHANICAL","19","22","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","1744/CHENP/2008","07/04/2008","A DEVICE FOR IMPROVING THE FUNCTION OF HEART VALVE","MECHANICAL","52","48","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","1775/DELNP/2009","17/03/2009","""POLYNUCLEOTIDE ENCODING ACETOLACTATE SYNTHASE""","BIOTECHNOLOGY","47","24","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","1868/DELNP/2007","09/03/2007","""A FAN ASSEMBLY""","MECHANICAL","37","20","19/04/2023"
"16/2016","15/04/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1876/KOLNP/2010","24/05/2010","COMPOSITIONS AND METHODS FOR TREATING DISEASES OF THE NAIL","CHEMISTRY","29","20","19/04/2023"
"16/2016","15/04/2016","Kolkata","CONVENTION APPLICATION","1922/KOL/2008","03/11/2008","CONTROL METHOD FOR A VEHICULAR HYBRID POWERTRAIN SYSTEM","MECHANICAL","26","7","19/04/2023"
"16/2016","15/04/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","2002/KOLNP/2007","04/06/2007","THERMAL PAPER","MECHANICAL","28","7","19/04/2023"
"16/2016","15/04/2016","Mumbai","ORDINARY APPLICATION","2019/MUM/2008","22/09/2008","STABLE ORAL ATORVASTATIN FORMULATION AND PROCESS OF ITS PREPARATION","CHEMISTRY","14","8","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","2058/DELNP/2004","16/07/2004","A SYSTEM FOR PROVIDING MULTIMEDIA PRESENTATIONS ON DEMAND IN A NEAR ON DEMAND ENVIRONMENT","ELECTRONICS","25","5","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","2118/CHENP/2008","29/04/2008","PROCESS FOR PRODUCTION OF BENZYLOXYPYRROLIDINE DERIVATIVE, AND PROCESS FOR PRODUCTION OF HYDROCHLORIDE SALT POWDER OF OPTICALLY ACTIVE BENZYLOXYPYRROLIDINE DERIVATIVE","CHEMISTRY","67","10","19/04/2023"
"16/2016","15/04/2016","Chennai","ORDINARY APPLICATION","2218/CHE/2007","03/10/2007","CARBON NANOSPHERE-N-(4-CHLORO-3-TRIFLUOROMETHYL-PHENYL)-2-ETHOXY-6-PENTADECYLBENZAMIDE COMPOSITION AND A PROCESS THEREOF","CHEMISTRY","35","29","19/04/2023"
"16/2016","15/04/2016","Chennai","CONVENTION APPLICATION","2304/CHE/2009","23/09/2009","APPARATUS AND METHOD FOR FAST SIMULATION OF MANUFACTURING EFFECTS DURING INTEGRATED CIRCUIT DESIGN","ELECTRONICS","24","8","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","2311/DELNP/2008","18/03/2008","""A TOOTHBRUSH""","MECHANICAL","17","27","19/04/2023"
"16/2016","15/04/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","2394/KOLNP/2007","28/06/2007","A NON-REFILLABLE STOPPER FOR BOTTLES OF SPIRITS AND THE LIKE","MECHANICAL","20","6","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","2642/DELNP/2004","09/09/2004","""APPARATUS COMPRISING A FLEXIBLE TEXTILE STRUCTURE AND METHOD FOR MANUFACTURING THEREOF""","MECHANICAL","22","23","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","2664/CHENP/2008","28/05/2008","A WELL FLUID SEPARATOR TANK FOR SEPARATION OF FLUID COMPRISING WATER, OIL AND GAS, AND A METHOD FOR SEPARATING A WELL FLUID HAVING WATER,OIL AND GAS","CHEMISTRY","29","20","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","2740/DELNP/2010","21/04/2010","""CONTINUOUS METHOD FOR THE HETEROGENICALLY CATALYZED ESTERIFICATION OF FATTY ACIDS""","CHEMISTRY","14","15","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","2844/CHENP/2009","21/05/2009","AN IPTV SYSTEM, AN APPLICATION SERVER AND A RELATED LOCATION AGENT","COMPUTER","16","12","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","3016/DELNP/2004","04/10/2004","""A METHOD OF PREPARING SEAMLESS CAPSULES""","CHEMISTRY","47","64","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","302/CHENP/2008","18/01/2008","GENERATION OF MULTI-CHANNEL AUDIO SIGNALS","ELECTRONICS","32","20","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","307/CHENP/2007","24/01/2007","METHOD AND APPARATUS FOR MONITORING AND DETECTING DEFECTS IN A PLASTIC PACKAGE SEALING","ELECTRONICS","18","20","19/04/2023"
"16/2016","15/04/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","3174/KOLNP/2008","04/08/2008","CONTROL SYSTEM WITH WIRELESS MESSAGES CONTAINING MESSAGE SEQUENCE INFORMATION","COMPUTER","26","20","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","3283/CHENP/2008","26/06/2008","DISPLAY HAVING SELF-ORIENTING MOUNTING AREA","MECHANICAL","26","20","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","3367/CHENP/2007","31/07/2007","COMPOSITE PROFILE PROVIDED WITH A SUPPORT BODY MADE OF A LIGHT METAL MATERIAL AND A PROFILED STRIP  AND A METHOD FOR PRODUCING SAID PROFILE","METALLURGY","32","34","19/04/2023"
"16/2016","15/04/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","3442/KOLNP/2010","17/09/2010","AN ACTIVE ENERGY RAY-CURABLE INK COMPOSITION","CHEMISTRY","59","5","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","3450/DELNP/2007","09/05/2007","""HIGH PUFA OIL COMPOSITIONS""","FOOD","73","55","19/04/2023"
"16/2016","15/04/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","3821/KOLNP/2006","19/12/2006","""EXPOSURE APPARATUS  AND DEVICE  MANUFACTURING METHOD''","PHYSICS","191","82","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","3913/CHENP/2009","03/07/2009","A RING SPINNING MACHINE FOR THE PRODUCTION OF FANCY TWINE","TEXTILE","55","27","19/04/2023"
"16/2016","15/04/2016","Chennai","CONVENTION APPLICATION","409/CHE/2009","25/02/2009","A TRANSPORT AND STORAGE CONTAINER FOR LIQUIDS","MECHANICAL","15","4","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4108/CHENP/2008","05/08/2008","CLOSURE AND PACKAGE WITH INDUCTION SEAL AND RFID TAG","MECHANICAL","16","16","19/04/2023"
"16/2016","15/04/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","4129/KOLNP/2009","30/11/2009","RECONSTITUTED SURFACTANTS HAVING IMPROVED PROPERTIES","BIOTECHNOLOGY","26","17","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4234/CHENP/2008","11/08/2008","A PELVIC IMPLANT ASSEMBLY","BIOMEDICAL","89","18","19/04/2023"
"16/2016","15/04/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","4235/KOLNP/2009","07/12/2009","POLYPROPYLENE RESIN FOAMED BEAD AND MOLDED ARTICLE THEREFROM","POLYMER","72","6","19/04/2023"
"16/2016","15/04/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","431/MUMNP/2008","07/03/2008","MAGNETICALLY LEVITATED TRANSPORT SYSTEM","ELECTRICAL","18","9","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","4310/DELNP/2009","29/06/2009","""A PROCESS FOR THE EXTRACTION OF FACTOR VII PRESENT IN MILK""","FOOD","58","13","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","4334/DELNP/2008","15/05/2008","“A LENTIVIRAL VECTOR-BASED VACCINE”","BIOTECHNOLOGY","65","34","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4343/CHENP/2009","22/07/2009","USER POWER OFFSET ESTIMATION USING DEDICATED PILOT TONES FOR OFDMA","ELECTRONICS","39","52","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4433/CHENP/2009","27/07/2009","GEARBOX WITH OIL CIRCUIT PIPING AND GEARBOX RANGE","MECHANICAL","34","12","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","4919/DELNP/2007","26/06/2007","""RADIO FREQUENCY IDENTIFICATION DEVICE WITH VISUAL INDICATOR""","ELECTRONICS","29","17","19/04/2023"
"16/2016","15/04/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","492/KOLNP/2007","09/02/2007","AN ISOLATOR SEAL","MECHANICAL","85","22","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","4959/CHENP/2009","24/08/2009","FIXATION OF A BIOLOGICAL MATERIAL","BIOTECHNOLOGY","64","22","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","4985/DELNP/2010","09/07/2010","""ELECTROLYTIC DEPOSITION OF METAL-BASED COMPOSITE COATINGS COMPRISING NANO-PARTICLES""","CHEMISTRY","38","15","19/04/2023"
"16/2016","15/04/2016","Delhi","CONVENTION APPLICATION","502/DEL/2006","24/02/2006","""METHOD OF REPAIRING A ONE-PIECE BLADED DISC, START-OF-RUN AND END-OF-RUN TEST PIECES""","MECHANICAL","12","15","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5041/CHENP/2009","27/08/2009","""SPEED CHANGE TRANSMISSION SYSTEM""","MECHANICAL","66","17","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5056/CHENP/2009","27/08/2009","QUADRATURE IMBALANCE ESTIMATION USING UNBIASED TRAINING SEQUENCES","COMMUNICATION","64","38","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5151/CHENP/2009","02/09/2009","""ENCODING BIT-RATE CONTROL METHOD""","ELECTRONICS","38","10","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5195/CHENP/2008","26/09/2008","PLEATABLE NONWOVEN MATERIAL AND METHOD AND APPARATUS FOR PRODUCTION THEREOF","MECHANICAL","20","15","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5234/CHENP/2007","19/11/2007","METHOD AND APPARATUS FOR ENHANCED UPLINK DATA TRANSMISSION","ELECTRICAL","22","24","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5257/CHENP/2007","20/11/2007","DEVICE AND METHOD FOR HOLDING AND CONNECTING AN ANODE ROD ONTO AN ANODE BEAM OF AN ALUMINIUM ELECTROLYTIC CELL""","ELECTRONICS","41","27","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5462/CHENP/2007","28/11/2007","ASSEMBLY OF BAFFLES AND SEALS AND METHOD OF ASSEMBLING A HEAT EXCHANGER","MECHANICAL","21","14","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","5517/CHENP/2007","30/11/2007","INK-JET AUTHENTICATION MARK FOR A PRODUCT OR PRODUCT PACKAGING","MECHANICAL","37","10","19/04/2023"
"16/2016","15/04/2016","Kolkata","CONVENTION APPLICATION","59/KOL/2009","12/01/2009","PROCESS FOR HETEROGENEOUSLY CATALYSED PREPARATION OF CARBOXYLIC ACID DERIVATIVES","CHEMISTRY","23","12","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","5915/DELNP/2008","07/07/2008","""ALLOY COMPOSITION FOR THE MANUFACTURE OF PROTECTIVE COATINGS, ITS USE, PROCESS FOR ITS APPLICATION AND SUPER-ALLOY ARTICLES COATED WITH THE SAME COMPOSITION""","CHEMISTRY","19","16","19/04/2023"
"16/2016","15/04/2016","Chennai","ORDINARY APPLICATION","612/CHE/2007","26/03/2007","A PILLION HANDLE FOR A MOTORCYCLE","MECHANICAL","8","4","19/04/2023"
"16/2016","15/04/2016","Delhi","ORDINARY APPLICATION","629/DEL/2007","22/03/2007","""AN IMPROVED NARROW GAP GAS METAL ARC WELDING TORCH""","MECHANICAL","21","8","19/04/2023"
"16/2016","15/04/2016","Mumbai","ORDINARY APPLICATION","664/MUM/2008","27/03/2008","AN AUTOMATED SYSTEM AND A METHOD FOR MEASURING VARIOUS PARAMETERS FOR CIRCUIT BREAKERS","ELECTRICAL","15","10","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","6648/DELNP/2008","31/07/2008","""ACROLEIN PREPARATION METHOD""","CHEMISTRY","23","9","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","6822/DELNP/2006","16/11/2006","""PROCESS FOR APPLYING MULTI-COMPONENT COMPOSITE COATINGS TO SUBSTRATES TO PROVIDE SOUND DAMPING AND PRINT-THROUGH RESISTANCE""","POLYMER","31","20","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","7010/CHENP/2009","27/11/2009","DEVICE FOR THE EXTRUSION OF PREFORMS IN WEB OR STRIP FORM FROM THERMOPLATIC MATERIAL AND METHOD FOR THE EXTRUSION OF SUCH A PREFORM","MECHANICAL","19","12","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","7073/DELNP/2008","20/08/2008","""SYSTEM AND PROCESS FOR FLUID REGULATION""","MECHANICAL","23","19","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","736/CHENP/2007","20/02/2007","PROCESS FOR  PRODUCING ENRICHED POLYCLONAL ANTIBODY AND METHOD FOR DETECTING MYCOBACTERIUM","BIOCHEMISTRY","50","27","19/04/2023"
"16/2016","15/04/2016","Chennai","PCT NATIONAL PHASE APPLICATION","7663/CHENP/2009","29/12/2009","A PROCESS FOR MANUFACTURING A HOT DIP GALVANIZED OR GALVANNEALED STEEL","METALLURGY","21","13","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","7695/DELNP/2008","11/09/2008","""A SYSTEM FOR DETECTING PATHOGENS USING MICROBEADS CONJUGATED TO BIORECOGNITION MOLECULES""","BIOTECHNOLOGY","35","47","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","7852/DELNP/2009","02/12/2009","""4-CHLORO-4-ALKOXY-1,1,1-TRIFLUORO-2-BUTANONES, THEIR PREPARATION AND THEIR USE IN PREPARING 4-ALKOXY-1,1,1-TRIFLUORO-3-BUTEN-2-ONES""","CHEMISTRY","14","4","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","7911/DELNP/2007","12/10/2007","""Recombinant Proteins and Production by Autoproteolytic Cleavage of a Fusion Protein""","BIOTECHNOLOGY","66","26","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","8278/DELNP/2007","26/10/2007","""DEVICE FOR SEALED COUPLING OF TWO SMOOTH TUBES""","MECHANICAL","19","9","19/04/2023"
"16/2016","15/04/2016","Delhi","PCT NATIONAL PHASE APPLICATION","8424/DELNP/2010","26/11/2010","""METHOD FOR GLYCOSYLATING AND SEPARATING PLANT FIBER MATERIAL""","BIOCHEMISTRY","32","13","19/04/2023"
"16/2016","15/04/2016","Mumbai","ORDINARY APPLICATION","977/MUM/2006","22/06/2006","AN IMPROVED CURRENT LIMITING CIRCUIT BREAKER SYSTEM FOR DETECTION AND DISCRIMINATION OF FAULTS","ELECTRICAL","17","7","19/04/2023"
"17/2016","22/04/2016","Chennai","CONVENTION APPLICATION","109/CHE/2004","11/02/2004","METHOD OF CONTROLLING DESCRAMBLING OF A PLURALITY OF PROGRAM TRANSPORT STREAMS, RECEIVER SYSTEM AND PORTABLE SECURE DEVICE","ELECTRONICS","24","17","19/04/2023"
"17/2016","22/04/2016","Mumbai","CONVENTION APPLICATION","1106/MUM/2010","01/04/2010","CINAMIC COMPOUNDS AND DERIVATIVES THEREFROM FOR THE INHIBITION OF HISTONE DEACETYLASE","CHEMISTRY","150","18","19/04/2023"
"17/2016","22/04/2016","Kolkata","CONVENTION APPLICATION","116/KOL/2009","21/01/2009","LUBRICATION CONTROL SYSTEM FOR AUTOMATIC TRANSMISSIONS","MECHANICAL","21","18","19/04/2023"
"17/2016","22/04/2016","Kolkata","PCT NATIONAL PHASE APPLICATION","1162/KOLNP/2007","04/04/2007","INFUSION FABRIC FOR MOLDING LARGE COMPOSITE STRUCTURES","TEXTILE","19","23","19/04/2023"
"17/2016","22/04/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1176/MUMNP/2010","03/06/2010","SUNLESS TANNING COSMETIC COMPOSITIONS","CHEMISTRY","14","9","19/04/2023"
"17/2016","22/04/2016","Delhi","ORDINARY APPLICATION","1237/DEL/2006","22/05/2006","IMPROVED JET NOZZLE FOR MULTIJET MULTISPRAY CONDENSER","CHEMISTRY","19","9","19/04/2023"
"17/2016","22/04/2016","Delhi","CONVENTION APPLICATION","1269/DEL/2007","13/06/2007","""PROCESS FOR THE CONTINUOUS PREPARATION OF ISOCYANATES""","CHEMISTRY","37","11","19/04/2023"
"17/2016","22/04/2016","Mumbai","ORDINARY APPLICATION","131/MUM/2006","27/01/2006","NOVEL 11&#946;-HYDROXYANDROSTA-4-ENE-3-ONES","CHEMISTRY","136","7","19/04/2023"
"17/2016","22/04/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1338/MUMNP/2009","16/07/2009","BICYCLIC HETEROCYCLIC COMPOUNDS AS FGFR INHIBITORS","CHEMISTRY","413","51","19/04/2023"
"17/2016","22/04/2016","Kolkata","ORDINARY APPLICATION","1396/KOL/2006","26/12/2006","A DEVICE FOR ELONGATING STEAM TURBINE PARTING PLANE STUDS","MECHANICAL","9","9","19/04/2023"
"17/2016","22/04/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1401/MUMNP/2009","27/07/2009","“SUBSTITUTED TRIAZOLES USEFUL AS AXL INHIBITORS”","CHEMISTRY","268","15","19/04/2023"
"17/2016","22/04/2016","Mumbai","ORDINARY APPLICATION","1441/MUM/2008","10/07/2008","ANTIFREEZE CONCENTRATE COMPRISING ALKALI METAL SALTS OF CARBONATE AND IODINE","CHEMISTRY","13","10","19/04/2023"
"17/2016","22/04/2016","Kolkata","ORDINARY APPLICATION","154/KOL/2009","28/01/2009","METHOD AND APPARATUS FOR MONITORING A THERMAL MANAGEMENT SYSTEM OF AN ELECTRO-MECHANICAL TRANSMISSION","MECHANICAL","25","20","19/04/2023"
"17/2016","22/04/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1565/MUMNP/2010","21/07/2010","METHOD FOR PRODUCING TAGATOSE USING SOY OLIGOSACCHARIDE","CHEMISTRY","60","17","19/04/2023"
"17/2016","22/04/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","1754/MUMNP/2010","18/08/2010","CATIONIC COPOLYMERS AND STARCHES FORMULATED COSMETIC COMPOSITIONS EXHIBITING RADIANCE WITH SOFT FOCUS","BIOCHEMISTRY","17","4","19/04/2023"
"17/2016","22/04/2016","Kolkata","CONVENTION APPLICATION","1898/KOL/2008","03/11/2008","METHOD FOR CONTROLLING A HYBRID TRANSMISSION INCLUDING TORQUE MACHINES AND ENERGY CONSTRAINTS TO THE INPUT MEMBER","MECHANICAL","65","15","19/04/2023"
"17/2016","22/04/2016","Chennai","ORDINARY APPLICATION","1964/CHE/2007","03/09/2007","METHOD AND SYSTEM FOR CHIRP BASED MULTIPLE ACCESS SYSTEM WITH FRACTIONAL FOURIER TRANSFORM BASED RECEIVER","ELECTRONICS","22","30","19/04/2023"
"17/2016","22/04/2016","Mumbai","PCT NATIONAL PHASE APPLICATION","2044/MUMNP/2009","03/11/2009","RIPCORD OF OPTIC CABLES AND METHOD OF MANUFACTURING THE SAME","CHEMISTRY","31","24","19/04/2023"
