PUBLICATION_NUMBER,PUBLICATION_DATE,IPO_LOCATION,APPLICATION_TYPE_DESC,APPLICATION_NUMBER,DATE_OF_FILING,TITLE_OF_INVENTION,FIELD_OF_INVENTION,NO_OF_PAGES,NO_OF_CLAIMS,DATE_UPDATED_d_m_y
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,3/4/2017,"AN INTEGRATED SYSTEM FOR FETAL SCALP VISUALIZATION, BLOOD COLLECTION AND ANALYSIS-NB SCOPE",BIOMEDICAL,18,12,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,14/06/2017,METHOD AND SYSTEM FOR CALL CONTINUITY BETWEEN VOICE OVER WI-FI (VOWIFI) AND CIRCUIT SWITCHED DOMAINS,COMMUNICATION,23,14,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,30/06/2017,ENHANCEMENT OF HEAT TRANSFER IN AUTOMOBILE RADIATOR USING CUAL204 NANO FLUIDS,CHEMISTRY,10,8,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,14/07/2017,PHOTOLUMINESCENT EPOXY TILE GROUT,POLYMER,18,25,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,16/11/2017,Recombinant non-structural protcins NSI and NS3 as fusion protein(rNS1-NS3) based immuno-diagnostic assay for Bluetongue(BT),BIOCHEMISTRY,28,16,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,7/12/2017,Engine cranking with multiple prime mover sources simultaneously in hybrid electric vehicles,MECHANICAL,16,5,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01741E+11,19/12/2017,REMOTE CONTROLLED BATTERY BASED FARM MACHINERY,CIVIL,24,10,19/04/2023
May-23,3/2/2023,Chennai,CONVENTION APPLICATION,2.01744E+11,13/03/2017,"ELECTRICAL CONTACT DEVICE, ELECTRICAL CONTACT UNIT AS WELL AS ELECTRICAL CONNECTOR",ELECTRICAL,45,12,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,11/1/2017,RENDER TARGET COMMAND REORDERING IN GRAPHICS PROCESSING,COMPUTER,32,30,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,18/01/2017,"""FRAGRANCE DISPENSER FOR AIR FILTER""",MECHANICAL,18,21,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,24/01/2017,SYSTEM AND METHOD FOR COORDINATED BEAMFORMING FOR OVERLAPPING BASIC SERVICE SET IN WLAN,ELECTRONICS,10,26,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,7/3/2017,OFFLOAD SERVICES VIA A NEUTRAL HOST NETWORK,ELECTRONICS,30,45,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,13/03/2017,"SYSTEM AND METHOD FOR SUPPORTING PARTITION-AWARE ROUTING IN A MULTI-TENANT CLUSTER 
ENVIRONMENT",ELECTRONICS,17,20,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,23/03/2017,WIRELESS INDUCTIVE POWER TRANSFER,ELECTRICAL,39,15,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,13/04/2017,DEVICE-TO-DEVICE (D2D) TRANSMIT BEHAVIOR,ELECTRONICS,39,22,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,13/04/2017,METHODS  APPARATUS AND SYSTEMS FOR SECURELY AUTHENTICATING A PERSON DEPENDING ON CONTEXT,ELECTRONICS,27,21,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,18/04/2017,VERIFICATION METHOD AND APPARATUS,COMPUTER,14,16,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,21/04/2017,UPLINK RESOURCE ALLOCATION FOR DIRECT COMMUNICATIONS BETWEEN USER EQUIPMENT WITHIN GROUPS,ELECTRONICS,16,15,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,28/04/2017,SYSTEM AND METHOD FOR BEAM SELECTION USING MULTIPLE FREQUENCIES,ELECTRONICS,41,29,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,31/05/2017,DYNAMIC ADAPTIVE AND NON ADAPTIVE MODE SWITCHING,COMMUNICATION,12,13,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,2/6/2017,METHODS AND COMPOSITIONS FOR SAFE AND EFFECTIVE THROMBOLYSIS,BIOCHEMISTRY,33,18,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,14/06/2017,LOW LATENCY GROUP ACKNOWLEDGEMENTS,COMMUNICATION,29,30,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,16/06/2017,METHOD AND MANAGING DEVICE FOR ALLOCATING TRANSMISSION RESOURCES IN A WIRELESS COMMUNICATIONS NETWORK,ELECTRONICS,36,16,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,16/06/2017,ELECTROMAGNETIC BRAKE SYSTEM AND METHOD OF CONTROLLONG MOLTEN METAL FLOW IN A METAL MAKING PROCESS,METALLURGY,16,16,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,20/06/2017,“BONE SCREW”,MECHANICAL,16,8,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,20/06/2017,WIND TURBINE WITH LIGHTNING PROTECTION SYSTEM,MECHANICAL,23,15,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,4/7/2017,MAGNETIC CORE BASED ON A NANOCRYSTALLINE  MAGNETIC ALLOY BACKGROUND,ELECTRICAL,23,25,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,10/7/2017,PRECODING MATRIX INDICATOR PMI FEEDBACK METHOD,ELECTRONICS,56,32,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,21/07/2017,SYSTEMS AND METHODS FOR MONITORING AIR QUALITY AND EVENTS LIKELY TO AFFECT AIR QUALITY  AND TAKING REMEDIAL ACTION,MECHANICAL,19,14,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,15/09/2017,CONTENTION-BASED RESERVATIONS OF NETWORK RESOURCES,ELECTRONICS,45,22,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,22/09/2017,ORGANIC EL DISPLAY DEVICE AND METHOD FOR MANUFACTURING SAME,ELECTRONICS,173,12,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,22/09/2017,"DRUM UNIT, CARTRIDGE AND COUPLING MEMBER",PHYSICS,380,235,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,22/09/2017,TECHNIQUES FOR PERFORMING AN INTRA FRAME OPERATION BASED AT LEAST IN PART ON IDENTIFIERS IN A WIRELESS LOCAL AREA NETWORK PHYSICAL LAYER HEADER,COMMUNICATION,29,30,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,26/09/2017,ENERGY ANALYSIS ASSISTANCE APPARATUS  ENERGY ANALYSIS ASSISTANCE METHOD  ENERGY ANALYSIS ASSISTANCE PROGRAM  AND RECORDING MEDIUM RECORDING SAME,ELECTRICAL,43,17,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,26/09/2017,HF CIRCUIT AND HF MODULE,ELECTRONICS,22,15,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,3/10/2017,HF CIRCUIT AND FRONT-END CIRCUIT COMPRISING AN HF CIRCUIT,ELECTRONICS,12,12,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,9/11/2017,SLAG NOTCH,METALLURGY,20,29,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01747E+11,10/11/2017,"A CRANKCASE VENTILATION SYSTEM INCLUDING A 
RECIRCULATION GAP BETWEEN A ROTATING COALESCER ELEMENT AND A 
HOUSING",MECHANICAL,17,26,19/04/2023
May-23,3/2/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,7/2/2018,AIR BREATHING DIRECT BOROHYDRIDE FUEL CELL STACK,ELECTRICAL,29,9,19/04/2023
May-23,3/2/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,15/02/2018,BACK PAD WITH AN INTEGRATED KNEE PROTECTOR IN VEHICLE SEAT FOR OCCUPANT SAFETY AND COMFORT,MECHANICAL,14,5,19/04/2023
May-23,3/2/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,13/04/2018,PROCESS AND SYSTEM FOR ROUTING LNG COLD ENERGY FOR DESALINATING SEA WATER AND POWER GENERATION,ELECTRICAL,17,8,19/04/2023
May-23,3/2/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,15/05/2018,SYNTHESIS OF MAGNETICALLY SEPARABLE GRAPHITIC CARBON NITRIDE BASED PHOTOCATALYST AND METHODS THEREOF,CHEMISTRY,25,5,19/04/2023
May-23,3/2/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,4/6/2018,WATER SOLUBLE FULLERENE C60 ADDUCTS FOR NANO-MEDICINE & MATERIALS SCIENCE,CHEMISTRY,24,5,19/04/2023
May-23,3/2/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,22/06/2018,EASY-TO-TEAR FLEXIBLE PACKAGING LAMINATE,CHEMISTRY,21,20,19/04/2023
May-23,3/2/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,26/06/2018,A METHOD FOR SYNTHESIS OF GRAPHITIC CARBON NITRIDE (g-C3N4) BASED METAL FREE NANOCOMPOSITES,CHEMISTRY,28,9,19/04/2023
May-23,3/2/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,12/10/2018,A REFRIGERANT LEAKAGE DETECTION SYSTEM FOR AUTOMOTIVES,MECHANICAL,34,12,19/04/2023
May-23,3/2/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,26/11/2018,A METHOD FOR DETERMINING A SINGLE EMISSION DISCOUNTING RATE FOR PROCESSES INVOLVING ENVIRONMENTAL EMISSIONS,COMPUTER,39,10,19/04/2023
May-23,3/2/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,28/11/2018,A SYSTEM FOR PREVENTING EXCESSIVE MATERIAL REMOVAL FROM A WORKPIECE IN AN AUTOMATED GRINDING MACHINE,MECHANICAL,15,6,19/04/2023
May-23,3/2/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,28/11/2018,A SYSTEM FOR IMPROVING AIR FLOW IN REFRIGERATOR AND METHOD THEREOF,MECHANICAL,23,10,19/04/2023
May-23,3/2/2023,Delhi,ORDINARY APPLICATION,2.01811E+11,1/12/2018,A NOVEL HYDROGEL WITH HIGH MECHANICAL STABILITY AND A METHOD OF MAKING THE SAME,POLYMER,27,8,19/04/2023
May-23,3/2/2023,Delhi,CONVENTION APPLICATION,2.01814E+11,6/9/2018,"ELECTRODE, SECONDARY BATTERY, BATTERY PACK, AND VEHICLE",ELECTRICAL,90,13,19/04/2023
May-23,3/2/2023,Delhi,DIVISIONAL CONVENTION APPLICATION,2.01815E+11,28/08/2018,TURBINE MOVING BLADE AND AXIAL-FLOW TURBINE,MECHANICAL,49,11,19/04/2023
May-23,3/2/2023,Delhi,DIVISIONAL CONVENTION APPLICATION,2.01815E+11,28/08/2018,TURBINE MOVING BLADE AND AXIAL-FLOW TURBINE,MECHANICAL,48,8,19/04/2023
May-23,3/2/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,19/01/2018,PUTRESCINE OR ORNITHINE PRODUCING MICROORGANISM AND METHOD FOR PRODUCING PUTRESCINE OR ORNITHINE USING SAME,BIOTECHNOLOGY,35,15,19/04/2023
May-23,3/2/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,8/2/2018,MULTIVALENT VLP CONJUGATES,BIOTECHNOLOGY,15,30,19/04/2023
May-23,3/2/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,3/5/2018,PRESSURE REGULATING DEVICE HAVING A VARIABLE TRAVEL STOP,MECHANICAL,15,20,19/04/2023
May-23,3/2/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,31/05/2018,COMPOSITION FOR IMPROVING MEMORY LEARNING ABILITY AND COGNITION,BIOTECHNOLOGY,16,17,19/04/2023
May-23,3/2/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,6/6/2018,COOKING DEVICE AND CONTROL METHOD THEREFOR,MECHANICAL,30,15,19/04/2023
May-23,3/2/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,9/6/2018,PIN RELEASE THERMAL VALVE,MECHANICAL,12,20,19/04/2023
May-23,3/2/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,21/06/2018,METHOD AND DEVICE FOR RETURNING ROBOTS FROM SITE,COMMUNICATION,32,20,19/04/2023
May-23,3/2/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,5/7/2018,SYSTEM AND METHOD FOR PROTECTING INTER-BATTERY CIRCUIT BY USING FREE WHEELING PATH,ELECTRICAL,22,14,19/04/2023
May-23,3/2/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,6/7/2018,ABSORBENT ARTICLE,CHEMISTRY,28,9,19/04/2023
May-23,3/2/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,7/7/2018,YEAST CELL,BIOCHEMISTRY,40,13,19/04/2023
May-23,3/2/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,24/07/2018,NOISE-ATTENUATION APPARATUS FOR PRESSURE REGULATORS,MECHANICAL,12,20,19/04/2023
May-23,3/2/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,20/08/2018,METHODS OF MANUFACTURE OF BIS(ETHER ANHYDRIDE)S AND POLYETHERIMIDES,CHEMISTRY,22,20,19/04/2023
May-23,3/2/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,4/9/2018,METHODS AND SYSTEMS FOR THE MANUFACTURE OF AN AROMATIC PHTHALIC BISIMIDE AND A POLYETHERIMIDE,CHEMISTRY,29,19,19/04/2023
May-23,3/2/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,5/9/2018,LIQUID UREASE INHIBITOR FORMULATIONS,CHEMISTRY,50,20,19/04/2023
May-23,3/2/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,14/09/2018,CLOSED LOOP APERTURE TUNABLE ANTENNA,ELECTRICAL,19,13,19/04/2023
May-23,3/2/2023,Delhi,PCT NATIONAL PHASE APPLICATION,2.01817E+11,3/12/2018,MODULATORS OF THE BETA-3 ADRENERGIC RECEPTOR USEFUL FOR THE TREATMENT OR PREVENTION OF DISORDERS RELATED THERETO,CHEMISTRY,207,47,19/04/2023
May-23,3/2/2023,Delhi,DIVISIONAL PCT NATIONAL PHASE APPLICATION,2.01818E+11,16/01/2018,ARMATURE WINDING OF ROTATING ELECTRICAL MACHINE,ELECTRICAL,240,2,19/04/2023
May-23,3/2/2023,Delhi,DIVISIONAL PCT NATIONAL PHASE APPLICATION,2.01818E+11,16/01/2018,ARMATURE WINDING OF ROTATING ELECTRICAL MACHINE,ELECTRICAL,240,2,19/04/2023
May-23,3/2/2023,Delhi,DIVISIONAL PCT NATIONAL PHASE APPLICATION,2.01818E+11,16/01/2018,ARMATURE WINDING OF ROTATING ELECTRICAL MACHINE,ELECTRICAL,240,2,19/04/2023
May-23,3/2/2023,Mumbai,ORDINARY APPLICATION,2.01821E+11,19/02/2018,MAGNETIC  SYSTEM FORLEVITATION AND BREAKING OF METAL PIECES,ELECTRICAL,20,11,19/04/2023
May-23,3/2/2023,Mumbai,ORDINARY APPLICATION,2.01821E+11,6/4/2018,PROCESS FOR PREPARATION OF ALKYL 3-AMINO-5-BROMO-2-METHYL-BENZOATE,CHEMISTRY,25,27,19/04/2023
May-23,3/2/2023,Mumbai,ORDINARY APPLICATION,2.01821E+11,10/4/2018,A METHOD AND DEVICE FOR PROVIDING MINERAL ENRICHED WATER,CHEMISTRY,28,10,19/04/2023
May-23,3/2/2023,Mumbai,ORDINARY APPLICATION,2.01821E+11,9/5/2018,A biodegradable nanogel topical formulation for treatment of skin cancer,BIOTECHNOLOGY,30,9,19/04/2023
May-23,3/2/2023,Mumbai,ORDINARY APPLICATION,2.01821E+11,4/6/2018,"""ANTIFUNGAL CUTICLE OIL COMPOSITION""",CHEMISTRY,27,13,19/04/2023
May-23,3/2/2023,Mumbai,ORDINARY APPLICATION,2.01821E+11,9/12/2018,PROCESS FOR PREPARING LINEAR ALKYL BENZENE,CHEMISTRY,41,16,19/04/2023
May-23,3/2/2023,Mumbai,ORDINARY APPLICATION,2.01821E+11,9/7/2018,APPARATUS FOR REMOVAL OF SULPHUR OXIDES FROM MARINE EXHAUST GAS,CHEMISTRY,33,14,19/04/2023
May-23,3/2/2023,Mumbai,ORDINARY APPLICATION,2.01821E+11,23/08/2018,A CLEANING DEVICE WITH SUSTAINED RELEASE OF CLEANING ACTIVES,CHEMISTRY,16,15,19/04/2023
May-23,3/2/2023,Mumbai,ORDINARY APPLICATION,2.01821E+11,22/12/2018,MILK BASED WHEY BEVERAGE,FOOD,10,10,19/04/2023
May-23,3/2/2023,Mumbai,CONVENTION APPLICATION,2.01824E+11,27/07/2018,"STACKED MEMORY DEVICE, A SYSTEM INCLUDING THE SAME AND AN ASSOCIATED METHOD",ELECTRICAL,73,20,19/04/2023
May-23,3/2/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,6/2/2018,SHIFT REGISTER AND DRIVING METHOD THEREOF,ELECTRONICS,15,13,19/04/2023
May-23,3/2/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,27/02/2018,FLEXIBLE DISPLAY SCREEN AND DEFORMATION DRIVING METHOD THEREFOR AND DISPLAY APPARATUS,ELECTRONICS,14,13,19/04/2023
May-23,3/2/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,27/02/2018,FLEXIBLE DISPLAY PANEL AND FILM-LIKE STRUCTURE,ELECTRONICS,12,21,19/04/2023
May-23,3/2/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,4/4/2018,SEMICONDUCTOR DEVICE ARRAY SUBSTRATE AND METHOD FOR MANUFACTURING SEMICONDUCTOR DEVICE,ELECTRONICS,16,17,19/04/2023
May-23,3/2/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,13/04/2018,THERMOPLASTIC POLYURETHANES,POLYMER,27,20,19/04/2023
May-23,3/2/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,29/06/2018,AMYLOSE-LIPID COMPLEXES,FOOD,51,12,19/04/2023
May-23,3/2/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,7/9/2018,THERMODEFORMABLE POLYMER/FIBER COMPOSITE,POLYMER,30,18,19/04/2023
May-23,3/2/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,5/12/2018,APPARATUS AND METHOD FOR CLEANING MACHINES,CHEMISTRY,24,20,19/04/2023
May-23,3/2/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,10/12/2018,STABLE GLUFOSINATE-CONTAINING HERBICIDAL COMPOSITIONS,CHEMISTRY,18,20,19/04/2023
May-23,3/2/2023,Mumbai,PCT NATIONAL PHASE APPLICATION,2.01827E+11,11/12/2018,CLOUD MONITORING-BASED LOAD BALANCING OPTIMIZATION METHOD AND DEVICE,COMMUNICATION,22,10,19/04/2023
May-23,3/2/2023,Kolkata,ORDINARY APPLICATION,2.01831E+11,28/05/2018,REFRIGERATION WITHOUT CONDENSER -COMPRESSOR,MECHANICAL,15,7,19/04/2023
May-23,3/2/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01837E+11,30/01/2018,PROCESS FOR STRIPPING CARBAMATE FROM ION EXCHANGE RESIN,CHEMISTRY,36,38,19/04/2023
May-23,3/2/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01837E+11,23/05/2018,APPARATUS AND METHOD FOR PAGING USER EQUIPMENT AND COMMUNICATION SYSTEM,COMMUNICATION,34,20,19/04/2023
May-23,3/2/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01837E+11,20/07/2018,APPARATUSES AND METHODS FOR ENCODING OR DECODING A MULTI-CHANNEL AUDIO SIGNAL USING FRAME CONTROL SYNCHRONIZATION,ELECTRONICS,52,43,19/04/2023
May-23,3/2/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01837E+11,12/9/2018,SYSTEM AND METHOD FOR POWER PRODUCTION INCLUDING METHANATION,CHEMISTRY,21,22,19/04/2023
May-23,3/2/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01837E+11,19/09/2018,DUTY BELT CORE,TEXTILE,14,18,19/04/2023
May-23,3/2/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01837E+11,3/10/2018,FAULT DETECTION METHOD AND APPARATUS,COMMUNICATION,29,20,19/04/2023
May-23,3/2/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01837E+11,26/11/2018,A REVOLUTION BASED MULTIPLE CRICKET PITCH SYSTEM,MECHANICAL,17,12,19/04/2023
May-23,3/2/2023,Kolkata,PCT NATIONAL PHASE APPLICATION,2.01837E+11,28/11/2018,HINGED COMPONENT COMPRISING POLYETHYLENE COMPOSITION,POLYMER,48,28,19/04/2023
May-23,3/2/2023,Kolkata,DIVISIONAL PCT NATIONAL PHASE APPLICATION,2.01838E+11,26/10/2018,COMBINATORIAL SEQUENCE BARCODES FOR HIGH THROUGHPUT SCREENING,BIOTECHNOLOGY,44,14,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,5/1/2018,“A PROCESS FOR THE PREPARATION OF ORMELOXIFENE (I) AND ITS PHARMACEUTICALLY ACCEPTABLE SALT ORMELOXIFENE HYDROCHLORIDE”,CHEMISTRY,18,5,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,25/01/2018,FLEXI CHECK DAM,CIVIL,4,8,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,28/02/2018,VEHICLE MONITORING AND DIAGNOSIS,ELECTRONICS,22,14,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,28/05/2018,USE OF ULVAN AS ACTIVATOR OF SHRIMP IMMUNE SYSTEM AGAINST WHITE SPOT SYNDROME VIRUS,FOOD,37,10,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,2/6/2018,A METHOD OF MANUFACTURING A SLIT MASK FOR IN-SITU LASER ULTRASONIC INSPECTION OF ADDITIVELY MANUFACTURED COMPONENTS,PHYSICS,44,10,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,7/6/2018,PROCESS FOR MAKING NATURAL IMMUNOGENIC MELANIN-TYPHOID POLYSACCHARIDE NANOPARTICLES TO BE USED AS VACCINE,BIOCHEMISTRY,8,3,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,13/06/2018,IOT ENABLED TOOL WEAR CONDITION MONITORING SYSTEM FOR CNC TURNING COMPRISING SOUND SENSOR,ELECTRICAL,20,10,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,13/06/2018,AUTOMATIC AIRLOCK PREVENTION SYSTEM AND METHOD THEREOF,MECHANICAL,19,8,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,20/06/2018,"CONNECTOR, MATING CONNECTOR, AND CONNECTOR ASSEMBLY",ELECTRICAL,22,10,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,6/7/2018,NOVEL ORGANO METALO COMPOSITION FOR AGRICULTURE APPLICATION,POLYMER,22,8,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,18/08/2018,“CRYSTALLINE FORM OF TRANYLCYPROMINE SULFATE”,CHEMISTRY,9,5,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,25/10/2018,DESIGNING OF SUPERIOR NANODIELECTRIC XLPE/AL2O3 NANOCOMPOSITE,CHEMISTRY,20,10,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,26/10/2018,METHOD AND SYSTEM FOR HANDLING BEAM BLOCKAGE IN WIRELESS COMMUNICATION SYSTEM,COMMUNICATION,76,35,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,13/11/2018,METHODS AND SYSTEMS FOR TRANSMISSION OF TCP ACK PACKETS,COMMUNICATION,37,18,19/04/2023
May-23,3/2/2023,Chennai,ORDINARY APPLICATION,2.01841E+11,12/12/2018,A COUPLING SYSTEM,MECHANICAL,11,9,19/04/2023
May-23,3/2/2023,Chennai,CONVENTION APPLICATION,2.01844E+11,6/12/2018,PROCEDURE FOR CONTROLLING A GEAR CHANGE AS WELL AS A MOTOR VEHICLE,MECHANICAL,15,11,19/04/2023
May-23,3/2/2023,Chennai,CONVENTION APPLICATION,2.01844E+11,19/12/2018,"A METHOD FOR MANUFACTURING A BALANCE SPRING INTENDED TO BE 
FITTED TO A BALANCE OF A TIMEPIECE MOVEMENT",MECHANICAL,20,18,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01847E+11,31/01/2018,ESTABLISHMENT OF AUDIO-BASED NETWORK SESSIONS WITH NON-REGISTERED RESOURCES,COMPUTER,45,20,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01847E+11,21/02/2018,FUCOSIDASE INHIBITORS,CHEMISTRY,39,35,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01847E+11,11/4/2018,"DEVICE, SYSTEM AND METHOD FOR DETERMINING A RESPIRATORY FEATURE OF A SUBJECT BASED ON A BREATHING GAS",BIOMEDICAL,32,15,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01847E+11,2/5/2018,CONNECTING PIECE,ELECTRICAL,17,11,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01847E+11,4/6/2018,"OPTICAL SCANNING DEVICE, IMAGE DISPLAY DEVICE, AND VEHICLE",PHYSICS,34,6,19/04/2023
May-23,3/2/2023,Chennai,PCT NATIONAL PHASE APPLICATION,2.01847E+11,20/06/2018,MICROFILTRATION ASSEMBLY AND METHOD OF MANUFACTURE,MECHANICAL,11,17,19/04/2023
