"PUBLICATION_NUMBER","PUBLICATION_DATE","IPO_LOCATION","APPLICATION_TYPE_DESC","APPLICATION_NUMBER","DATE_OF_FILING","TITLE_OF_INVENTION","FIELD_OF_INVENTION","NO_OF_PAGES","NO_OF_CLAIMS","DATE_UPDATED_d_m_y"
"14/2018","06/04/2018","Chennai","ORDINARY APPLICATION","427/CHE/2008","20/02/2008","A method for detection and tracking of a leading target","COMPUTER","27","13","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","432/DELNP/2010","20/01/2010","""METHOD FOR HYDROFORMING AND A HYDROFOMED PRODUCT""","MECHANICAL","26","8","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4322/CHENP/2010","12/07/2010","""METHOD FOR THE ARBITRATION OF CALLS OF AN ELEVATOR INSTALLATION AND AN ELEVATOR INSTALLATION WITH ARBITRATION OF CALLS IN ACCORDANCE WITH THIS METHOD""","MECHANICAL","25","40","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4322/CHENP/2011","17/06/2011","""REMOTE CONTROL DEVICE AND REMOTE-CONTROLLED CIRCUIT BREAKER EQUIPPED WITH ONE SUCH DEVICE""","ELECTRICAL","84","15","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4323/CHENP/2006","24/11/2006","METHOD AND SYSTEM FOR REAL-TIME NON-DESTRUCTIVE TESTING OF PROJECTION WELDS AND SYSTEM FOR IMPLEMENTING SUCH A METHOD COMPRISING FORCE SENSOR MEANS AND DISPLACEMENT SENSOR MEANS","MECHANICAL","20","11","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4326/KOLNP/2008","24/10/2008","RNAI-MEDIATED INHIBITION OF TUMOR NECROSIS FACTOR ALPHA-RELATED CONDITIONS","BIOTECHNOLOGY","50","42","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4330/DELNP/2013","15/05/2013","HYDROCARBON TREATMENT PROCESS","CHEMISTRY","22","37","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4339/CHENP/2009","21/07/2009","HYBRID ENERGY POWER MANAGEMENT SYSTEM AND METHOD","ELECTRICAL","101","28","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4362/CHENP/2009","22/07/2009","A METHOD OF CONTROLLING A SPRAY DRYER APPARATUS BY REGULATING AN INLET AIR FLOW RATE, AND A SPRAY DRYER APPARATUS""","CHEMISTRY","18","15","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4384/DELNP/2011","10/06/2011","""ISOMERIZATION OF 1-CHLORO-3,3,3-TRIFLUOROPROPENE""","CHEMISTRY","18","10","19/04/2023"
"14/2018","06/04/2018","Delhi","DIVISIONAL PCT NATIONAL PHASE APPLICATION","4394/DELNP/2009","03/07/2009","""A BULK MATERIAL PUMP FEEDER WITH REDUCED DISK JAMMING""","MECHANICAL","22","7","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4417/KOLNP/2010","23/11/2010","CRUSTED FOOD MANUFACTURING APPARATUS","MECHANICAL","33","4","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4435/KOLNP/2010","24/11/2010","PHOTOCHROMIC POLYMER AND COMPOSITION COMPRISING PHOTOCHROMIC POLYMER","POLYMER","120","20","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4456/KOLNP/2011","31/10/2011","METHOD FOR SELECTING AN INTERLAYER FOR VIBROACOUSTIC DAMPING, INTERLAYER FOR VIBROACOUSTIC DAMPING, AND GLAZING UNIT COMPRISING SUCH AN INTERLAYER","CHEMISTRY","37","16","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4469/CHENP/2011","23/06/2011","""ROTATING ELECTRIC MACHINE AND STATOR THEREOF""","ELECTRICAL","51","13","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4499/CHENP/2012","22/05/2012","SYSTEM AND METHOD FOR PROCESSING AN INPUT FUEL GAS AND STEAM TO PRODUCE CARBON DIOXIDE AND AN OUTPUT FUEL GAS","CHEMISTRY","44","42","19/04/2023"
"14/2018","06/04/2018","Mumbai","ORDINARY APPLICATION","454/MUM/2013","18/02/2013","SYNTHESIS OF N2-FURFURYL DEOXYGUANOSINE PHOSPHORAMIDITE AND MODIFIED OLIGONUCLEOTIDES","CHEMISTRY","28","7","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4558/DELNP/2008","28/05/2008","""MICROWAVE POWER SPLITTER/COMBINER""","ELECTRONICS","21","16","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4558/KOLNP/2009","30/12/2009","DISPOSBLE CONTAINER FOR VALUABLE ITEMS AND MACHINE FOR FILLING AND CLOSING SAID CONTAINER","MECHANICAL","48","52","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","46/CHENP/2013","02/01/2013","CONNECTING STRUCTURE AND CONNECTING METHOD OF INSULATED WIRES","ELECTRICAL","28","4","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4601/KOLNP/2010","03/12/2010","NIP THIAZOLE DERIVATIVES AS INHIBITORS OF 11-BETA-HYDROXYSTEROID DEHYDROGENASE-1","CHEMISTRY","105","23","19/04/2023"
"14/2018","06/04/2018","Kolkata","CONVENTION APPLICATION","462/KOL/2006","16/05/2006","LESS INVASIVE METHODS FOR ABLATION OF FAT PADS","BIOMEDICAL","13","21","19/04/2023"
"14/2018","06/04/2018","Kolkata","CONVENTION APPLICATION","463/KOL/2005","01/06/2005","A SURGICALLY IMPLANTABLE INJECTION PORT HAVING AN IMPROVED FASTENER","BIOMEDICAL","11","10","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4631/DELNP/2008","29/05/2008","""MIXING OF CHEMICALS INTO A THIN STOCK PIPE""","MECHANICAL","12","15","19/04/2023"
"14/2018","06/04/2018","Delhi","ORDINARY APPLICATION","464/DEL/2012","17/02/2012","""SMART SOLVENT SAVING HPLC RESERVOIR""","PHYSICS","2","1","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","466/DELNP/2012","17/01/2012","""THERMOCHEMICAL CONVERSION OF BIOMASS""","CHEMISTRY","18","12","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4698/CHENP/2010","27/07/2010","ETHYLENE/&#945;-OLEFIN BLOCK INTERPOLYMERS","POLYMER","174","39","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4760/CHENP/2010","30/07/2010","BATTERY CHARGING CIRCUIT","ELECTRICAL","22","2","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4826/CHENP/2011","06/07/2011","MEDICATION DISPOSAL SYSTEM","CHEMISTRY","27","26","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","483/KOLNP/2012","01/03/2012","METHOD FOR OPERATING BLAST FURNACE","METALLURGY","35","6","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","4872/KOLNP/2008","01/12/2008","AXMI-031, AXMI-039, AXMI-040 AND AXMI-049, A FAMILY OF DELTA-ENDOTOXIN GENES AND METHODS FOR THEIR USE","BIOTECHNOLOGY","56","31","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4912/CHENP/2010","06/08/2010","MIXED METAL OLIVINE ELECTRODE MATERIALS FOR LITHIUM ION BATTERIES","ELECTRICAL","31","32","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4920/DELNP/2005","27/10/2005","""FREEZE-DRIED PREPARATION CONTAINING METHYLCOBALAMIN AND PROCESS FOR PRODUCING SAME""","CHEMISTRY","32","23","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4935/DELNP/2012","05/06/2012","""INVERSE EMULSIONS COMPRISING AN ALKOXYLATED ESTER OIL""","CHEMISTRY","35","10","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","4941/DELNP/2012","05/06/2012","CARNITINE GRANULATE AND METHODS FOR ITS PRODUCTION","CHEMISTRY","20","15","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","4995/CHENP/2011","12/07/2011","AN INTEGRATED PROCESS FOR CAPTURING CO2
 FROM REGENRATION OF THE GAS COMING FROM A
 CATALYTIC CRACKING UNIT","CHEMISTRY","17","7","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","501/DELNP/2011","21/01/2011","""METHOD AND APPARATUS FOR PACKAGING CRASH SENSORS""","ELECTRONICS","12","6","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","5011/KOLNP/2010","28/12/2010","SECURITY ELEMENT AND METHOD FOR THE PRODUCTION THEREOF","ELECTRONICS","37","24","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","5018/KOLNP/2011","13/12/2011","INSTALLATION FOR PRODUCING ALCOHOL FROM SUGAR CANE","BIOTECHNOLOGY","23","15","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","5058/KOLNP/2007","27/12/2007","FERMENTED FOOD CONTAINING BIFIDOBACTERIUM BACTERIA AND METHOD FOR PRODUCING THE SAME","FOOD","30","6","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5098/DELNP/2011","04/07/2011","A PHARMACEUTICAL COMPOSITION AND A PROCESS FOR PREPARING THE SAME","CHEMISTRY","28","16","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","5104/KOLNP/2008","15/12/2008","METHOD AND SYSTEMS FOR EFFICIENT DELIVERY OF PREVIOUSLY STORED CONTENT","COMPUTER","36","26","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5137/CHENP/2009","01/09/2009","PICK HOLE GUARD FOR MANHOLE COVERS","CIVIL","47","21","19/04/2023"
"14/2018","06/04/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","514/MUMNP/2011","16/03/2011","“PHARMACEUTICAL FORMULATION 514”","CHEMISTRY","91","22","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5169/DELNP/2010","16/07/2010","""Alpha-olefin/vinyl-ester/unsaturated esters terpolymer as additive enhancing the low-temperature resistance of liquid hydrocarbons""","CHEMISTRY","17","12","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5171/DELNP/2011","05/07/2011","METHOD OF PROVIDING HEAT FOR CHEMICAL CONVERSION AND A PROCESS AND SYSTEM EMPLOYING THE METHOD FOR THE PRODUCTION OF OLEFIN","CHEMISTRY","28","23","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","5175/KOLNP/2008","18/12/2008","DEVICE FOR TREATING, IN PARTICULAR MASSAGING THE CONNECTIVE TISSUE OF THE SKIN","BIOMEDICAL","39","12","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5177/DELNP/2012","12/06/2012","""IMPLANTS AND BIODEGRADABLE FIDUCIAL MARKERS""","CHEMISTRY","64","55","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5204/DELNP/2008","17/06/2008","""ASSESSMENT OF STRUCTURES SUCH AS BONE USING SPATIAL-FREQUENCY ANALYSIS""","PHYSICS","52","34","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5228/CHENP/2011","19/07/2011","PORPHYRAZINE COLORING MATTER MIXTURE","CHEMISTRY","79","18","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5231/DELNP/2010","20/07/2010","""LOW SATURATED-FAT SUNFLOWER AND ASSOCIATED METHODS""","BIOTECHNOLOGY","62","39","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","5250/KOLNP/2008","23/12/2008","BREATHING ASSISTANCE APPARATUS","BIOMEDICAL","43","37","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","527/DELNP/2011","24/01/2011","""METHOD OF COOLING USING EXTENDED BINARY REFRIGERATION SYSTEM""","MECHANICAL","34","38","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5281/DELNP/2013","13/06/2013","METHOD OF MAKING INDENO FUSED NAPHTHOL MATERIALS","CHEMISTRY","79","21","19/04/2023"
"14/2018","06/04/2018","Kolkata","ORDINARY APPLICATION","534/KOL/2005","21/06/2005","SYSTEM AND METHOD FOR PROVIDING A DISTRIBUTED VIRTUAL MOBILITY AGENT","COMMUNICATION","17","20","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","540/DELNP/2011","24/01/2011","""THICKNER FOR PLANT-COMPATIBLE CONCENTRATES THAT CAN BE DISPERSED IN WATER""","CHEMISTRY","41","9","19/04/2023"
"14/2018","06/04/2018","Chennai","CONVENTION APPLICATION","542/CHE/2012","14/02/2012","RUST PREVENTIVE COMPOSITION","CHEMISTRY","25","2","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5423/DELNP/2013","18/06/2013","CONTROLLING DOPING OF SYNTHETIC DIAMOND MATERIAL","CHEMISTRY","65","54","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5427/DELNP/2009","24/08/2009","""SLIDING RAIL GUIDE VIBRATION ISOLATOR""","MECHANICAL","24","52","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5443/DELNP/2011","14/07/2011","PRODUCTION OF A SACCHARIDE COMPOSITION COMPRISING GLUCANS AND MANNANS BY ALKALINE AND ACID HYDROLYSIS OF YEAST CELLS","CHEMISTRY","74","52","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5455/DELNP/2008","23/06/2008","""MESSAGE BROADCASTING GEO-FENCING SYSTEM AND METHOD""","ELECTRONICS","83","29","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5471/DELNP/2009","26/08/2009","""CURABLE COMPOSITION""","POLYMER","59","19","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5502/CHENP/2011","28/07/2011","""LATEX EMULSIONS AND COATING COMPOSITIONS FORMED FROM LATEX EMULSIONS”","POLYMER","23","15","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5511/DELNP/2011","18/07/2011","""METHOD FOR TREATING WATER BY BALLASTED FLOCCULATION AND SETTLEMENT, INCLUDING PRE-CONTACTING THE WATER WITH AN ADSORBENT""","CHEMISTRY","29","14","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5522/CHENP/2009","18/09/2009","""ORGANOSILANE-NONIONIC-WATER STABLE QUATERNARY AMMONIUM COMPOSITIONS AND METHODS""","CHEMISTRY","37","36","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5572/DELNP/2008","26/06/2008","""REPEATER OPEN LOOP GAIN MEASUREMENT""","ELECTRONICS","37","35","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5583/CHENP/2011","02/08/2011","N-(1-HYDROXYETHYL) CARBOXAMIDE COMPOUND AND PROCESS FOR PRODUCING SAME","CHEMISTRY","66","9","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","56/CHENP/2010","05/01/2010","PRODUCT CONTAINING EPICHLOROHYDRIN, ITS PREPARATION AND ITS USE IN VARIOUS APPLICATIONS","CHEMISTRY","67","15","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","560/CHENP/2011","27/01/2011","TTI BUNDLING IN A RANDOM ACCESS PROCEDURE","NA","56","50","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5601/DELNP/2009","31/08/2009","""STRAPPING DEVICE""","MECHANICAL","28","15","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5608/DELNP/2013","21/06/2013","NOVEL PROCESS FOR SYNTHESIZING AGOMELATINE","CHEMISTRY","31","26","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5616/CHENP/2011","03/08/2011","QUICK DRYING POLYMERIC COATING","POLYMER","21","63","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5660/DELNP/2011","22/07/2011","METHOD FOR PRODUCING POLYESTER PARTICLES AT HIGH THROUGHPUT IN A LINE","POLYMER","45","19","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5680/DELNP/2011","25/07/2011","""FUNGICIDAL PYRAZOLES""","CHEMISTRY","176","14","19/04/2023"
"14/2018","06/04/2018","Delhi","ORDINARY APPLICATION","570/DEL/2008","07/03/2008","A PEELING DEVICE","MECHANICAL","22","6","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","573/CHENP/2010","29/01/2010","R-FE-B TYPE RARE EARTH SINTERED MAGNET AND PROCESS FOR PRODUCTION OF THE SAME","METALLURGY","130","18","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5797/DELNP/2008","03/07/2008","""AN ELECTROMECHANICAL LOCKING SYSTEM""","CIVIL","42","12","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5810/CHENP/2010","16/09/2010","APPARATUS AND METHODS FOR ESTABLISHING CLIENT-HOST ASSOCIATIONS WITHIN A WIRELESS NETWORK","COMMUNICATION","39","49","19/04/2023"
"14/2018","06/04/2018","Delhi","ORDINARY APPLICATION","585/DEL/2010","12/03/2010","""A PROCES FOR PREPARATION 2,2,2-TRIFLUOROETHYL AMINE""","CHEMISTRY","8","10","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","5902/DELNP/2012","03/07/2012","COATING COMPOSITION AND COATING FILM FORMING METHOD","CHEMISTRY","27","5","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5913/CHENP/2011","17/08/2011","A method of determining as found/as left information relative to a wireless
field device","ELECTRICAL","24","20","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5913/CHENP/2012","05/07/2012","METHOD AND ARRANGEMENT FOR PRODUCING METAL POWDER","CHEMISTRY","38","26","19/04/2023"
"14/2018","06/04/2018","Chennai","CONVENTION APPLICATION","592/CHE/2009","16/03/2009","COMBINE HARVESTER","MECHANICAL","68","17","19/04/2023"
"14/2018","06/04/2018","Chennai","ORDINARY APPLICATION","597/CHE/2010","08/03/2010","ANHYDROUS LENALIDOMIDE FORM-I","CHEMISTRY","30","7","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5970/CHENP/2009","09/10/2009","BASE STATION APPARATUS, USER EQUIPMENT, AND METHOD USED IN MOBILE COMMUNICATION SYSTEM","COMMUNICATION","62","15","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","599/DELNP/2009","27/01/2009","""CONTAINER FOR STORING PRODUCTS""","MECHANICAL","13","6","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","5991/CHENP/2010","23/09/2010","VEHICLE POWER UNIT","MECHANICAL","52","8","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","602/KOLNP/2011","07/02/2011","METHOD FOR SURFACE FUNCTIONALIZATION OF A SURFACE FASTENER PART AND SURFACE FASTENER PART PRODUCED USING THE METHOD","MECHANICAL","18","10","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6034/CHENP/2010","24/09/2010","MULTILAYER ARTICLES AND METHODS OF MAKING AND USING THE SAME","CHEMISTRY","101","15","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6086/CHENP/2010","27/09/2010","“ANTI-VEGF ANTIBODY”","CHEMISTRY","32","9","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6090/DELNP/2008","11/07/2008","""DEVICEFOR CONTROLLING RELATIVE POSITION (S) BY ANALYZING DUAL-FREQUENCY SIGNALS, FOR A SPACECRAFT OF A GROUP OF SPACECRAFT IN FORMATION""","PHYSICS","37","15","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6103/DELNP/2012","10/07/2012","COMPOSITION FOR HEAT-STORAGE MATERIAL&NBSP; AND HEAT-STORAGE MATERIAL","CHEMISTRY","66","7","19/04/2023"
"14/2018","06/04/2018","Mumbai","ORDINARY APPLICATION","611/MUM/2010","08/03/2010","A PROCESS FOR THE PREPARATION OF DRONEDARONE HYDROCHLORIDE","CHEMISTRY","16","10","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6115/CHENP/2010","28/09/2010","SLURRY PROCESS FOR PHOSPHOROMONOCHLORIDITE SYNTHESIS","CHEMISTRY","20","10","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6141/DELNP/2012","11/07/2012","AMINOSILANE INITIATORS AND FUNCTIONALIZED POLYMERS PREPARED THEREFROM","CHEMISTRY","42","20","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6150/DELNP/2010","31/08/2010","""TOUCH TRIGGER MEASUREMENT PROBE""","PHYSICS","23","16","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6179/CHENP/2010","30/09/2010","HETEROCYCLIC DERIVATIVES","NA","143","27","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6194/DELNP/2011","08/08/2011","""POWER SUPPLY SYSTEM COMPRISING  A HIGH-VOLTAGE DC TRANSMISSION DEVICE WHICH IS DIRECTLY SUPPLIED BY A PHOTOVOLTAIC POWER PLANT""","ELECTRICAL","20","25","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6211/DELNP/2010","01/09/2010","PESTICIDAL COMPOSITIONS","MECHANICAL","24","9","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","622/KOLNP/2009","17/02/2009","PROTEIN ASSAY","BIOTECHNOLOGY","15","33","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6239/CHENP/2012","16/07/2012","PROCESS FOR PREPARATION OF COPPER CONTAINING MOLECULAR SIEVES WITH THE CHA STRUCTURE  CATALYSTS  SYSTEMS AND METHODS","CHEMISTRY","27","14","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6241/DELNP/2013","11/07/2013","NITRILE RUBBER COMPOSITION  CROSSLINKING NITRILE RUBBER COMPOSITION  AND CROSSLINKED RUBBER PRODUCT","POLYMER","55","8","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6281/DELNP/2012","17/07/2012","PROCESS FOR THE RESOLUTION OF ENANTIOMERS BY PREFERENTIAL EVAPORATIVE CRYSTALLIZATION","CHEMISTRY","35","7","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6335/CHENP/2010","05/10/2010","UPLINK AND DOWNLINK INTER-CELL INTERFERENCE COORDINATION","COMMUNICATION","52","50","19/04/2023"
"14/2018","06/04/2018","Chennai","ORDINARY APPLICATION","634/CHE/2012","21/02/2012","HAND GRIP DYNAMOMETER FOR MEASURING GRIP STRENGTH AND PINCH
STRENGTH","PHYSICS","12","8","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6347/DELNP/2011","19/08/2011","“ESTER GROUP-CONTAINING TETRACARBOXYLIC ACID DIANHYDRIDE, POLYESTER POLYIMIDE PRECURSOR,POLYESTERIMIDE,AND METHODS FOR PRODUCING SAME”","POLYMER","54","6","19/04/2023"
"14/2018","06/04/2018","Delhi","ORDINARY APPLICATION","64/DEL/2012","06/01/2012","A PROCESS FOR 3-AMINOPROPYLALKOXYSILANE AND CYCLOKETONE-MEDIATED- SYNTHESIS OF PRUSSIANBLUE NANOSOL AND THE MATERIALS FOR THECNOLOCIAL APPLICATIONS MADE THEREFROM","CHEMISTRY","15","12","19/04/2023"
"14/2018","06/04/2018","Kolkata","PCT NATIONAL PHASE APPLICATION","641/KOLNP/2011","10/02/2011","METHOD FOR TREATING INDUSTRIAL WASTEWATERS","CHEMISTRY","15","13","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6416/DELNP/2009","07/10/2009","EXTENSION WITH IMPROVED SUPPORT","PHYSICS","30","12","19/04/2023"
"14/2018","06/04/2018","Delhi","DIVISIONAL PCT NATIONAL PHASE APPLICATION","643/DELNP/2012","23/01/2012","""A PROCESS COMPRISING CONTACTING A STREAM""","CHEMISTRY","29","22","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6465/DELNP/2009","09/10/2009","STEAM CONDENSER","MECHANICAL","33","12","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6468/DELNP/2009","09/10/2009","CONTROL UNIT AND CONTROL METHOD FOR VARIABLE VALVE TIMING MECHANISM, PROGRAM FOR IMPLEMENTING THE CONTROL METHOD, AND RECORDING MEDIUM ON WHICH THE PROGRAM IS RECORDED","MECHANICAL","52","20","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6468/DELNP/2012","23/07/2012","METHOD OF MAKING CORE-STIFFENED STRUCTURE","MECHANICAL","34","29","19/04/2023"
"14/2018","06/04/2018","Chennai","PCT NATIONAL PHASE APPLICATION","6494/CHENP/2012","23/07/2012","“VEHICLE METHOD AND DEVICE FOR CONTROLLING ENGINE”","ELECTRICAL","36","10","19/04/2023"
"14/2018","06/04/2018","Mumbai","PCT NATIONAL PHASE APPLICATION","653/MUMNP/2010","02/04/2010","BALANCED ORIFICE PLATE","MECHANICAL","26","8","19/04/2023"
"14/2018","06/04/2018","Delhi","PCT NATIONAL PHASE APPLICATION","6530/DELNP/2013","22/07/2013","METHODS OF REMOVING RUST FROM A FERROUS METAL CONTAINING SURFACE","CHEMISTRY","18","21","19/04/2023"
